Position;Track_Name;Artist;Streams;Date
102;Let It Go;James Bay;24559;2017-01-03
103;Don't Let Me Down;The Chainsmokers;23950;2017-01-03
104;A Kele Nta;MHD;23893;2017-01-03
105;Shed a Light;Robin Schulz;23751;2017-01-03
106;Silver;Fakear;23601;2017-01-03
107;J'suis QLF;PNL;22959;2017-01-03
108;Je m'en fous de ta nana;Jul;22688;2017-01-03
109;Ophelia;The Lumineers;22596;2017-01-03
110;Amnésie;Damso;22149;2017-01-03
111;This Is What You Came For;Calvin Harris;22054;2017-01-03
112;Wherever I Go;OneRepublic;21231;2017-01-03
113;Light It Up (feat. Nyla & Fuse ODG) - Remix;Major Lazer;21228;2017-01-03
114;Stressed Out;Twenty One Pilots;21063;2017-01-03
115;Bambina;PNL;21004;2017-01-03
116;E.T.;Jul;20814;2017-01-03
117;This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners;Kungs;20760;2017-01-03
118;Kiname (feat. Booba);Fally Ipupa;20733;2017-01-03
119;92i veyron;Booba;20465;2017-01-03
120;Arrêt du cœur;Kalash Criminel;20199;2017-01-03
121;I Cry;Julian Perretta;20086;2017-01-03
122;Dans ma vie;Gradur;19948;2017-01-03
123;Binta;Alonzo;19788;2017-01-03
124;Luz de Luna;PNL;19234;2017-01-03
125;Putain d'époque;Dosseh;18908;2017-01-03
126;Printemps blanc;Niro;18854;2017-01-03
127;C'est ça;Jul;18552;2017-01-03
128;Paix sans guerre;MRC;18387;2017-01-03
129;Tu sais pas;PNL;18374;2017-01-03
130;Je fais le sourd;Jul;18370;2017-01-03
131;Broccoli (feat. Lil Yachty);DRAM;18293;2017-01-03
132;Clandestina;Lartiste;18178;2017-01-03
133;Princesse;Nekfeu;18101;2017-01-03
134;Bad and Boujee (feat. Lil Uzi Vert);Migos;17871;2017-01-03
135;Side To Side;Ariana Grande;17720;2017-01-03
136;E.L.E.P.H.A.N.T;Booba;17503;2017-01-03
137;Faded;Alan Walker;17247;2017-01-03
138;Scars To Your Beautiful;Alessia Cara;17129;2017-01-03
139;Juju On That Beat (TZ Anthem);Zay Hilfigerrr;16948;2017-01-03
140;J'ai déconné;KeBlack;16922;2017-01-03
141;J'fais mes affaires;Djadja & Dinaz;16922;2017-01-03
142;En feu;Soprano;16817;2017-01-03
143;Les princes;MZ;16641;2017-01-03
144;Tout ira mieux;Ninho;16501;2017-01-03
145;Allo maman;SCH;16302;2017-01-03
146;Rooting For You;London Grammar;16299;2017-01-03
147;Mon bijou;Jul;16011;2017-01-03
148;Mira;PNL;16001;2017-01-03
149;Le monde ou rien;PNL;15801;2017-01-03
150;Be Mine;Ofenbach;15648;2017-01-03
151;"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)";Lil Wayne;15604;2017-01-03
152;Lean On (feat. MØ & DJ Snake);Major Lazer;15549;2017-01-03
153;Y'a pas de stress;Jul;15527;2017-01-03
154;J’aurais pas dû;S.Crew;15517;2017-01-03
155;7 Years;Lukas Graham;15366;2017-01-03
156;WALLS;Kings of Leon;15302;2017-01-03
157;S3;Niro;15300;2017-01-03
158;Now and Later;Sage The Gemini;15297;2017-01-03
159;J'ai dit...;Jul;15122;2017-01-03
160;Roulez;Niro;15110;2017-01-03
161;Humain;PNL;15067;2017-01-03
162;Cabeza;Shay;15003;2017-01-03
163;Uranus;PNL;14966;2017-01-03
164;"Je dis rien, je vois tout, j'entends";Jul;14877;2017-01-03
165;"Me, Myself & I";G-Eazy;14863;2017-01-03
166;25 décembre;Dosseh;14811;2017-01-03
167;Believer;Major Lazer;14776;2017-01-03
168;King;Saint PHNX;14774;2017-01-03
169;Bird Set Free;Sia;14646;2017-01-03
170;Contact;Kaaris;14576;2017-01-03
171;This One's For You (feat. Zara Larsson) - Official Song UEFA EURO 2016;David Guetta;14471;2017-01-03
172;Ma dope;Nekfeu;14294;2017-01-03
173;Rasta Rocket;Niro;14278;2017-01-03
174;Mais qu'est-ce qu'on s'en bat les couilles !;Jul;14255;2017-01-03
175;White Tiger - Single Version;Izzy Bizu;14244;2017-01-03
176;¿ Cómo Te Llamas ?;Jul;14189;2017-01-03
177;Kratos;PNL;14178;2017-01-03
178;Love Yourself;Justin Bieber;14175;2017-01-03
179;Un homme debout;Claudio Capéo;14149;2017-01-03
180;DUELE EL CORAZON;Enrique Iglesias;14048;2017-01-03
181;Just Hold On;Steve Aoki;14038;2017-01-03
182;On verra;Nekfeu;14022;2017-01-03
183;#Askip;Black M;13999;2017-01-03
184;Stop Us - Radio Edit;SIYYU;13989;2017-01-03
185;Le lac;Julien Doré;13972;2017-01-03
186;The Greatest;Sia;13808;2017-01-03
187;Thinking Out Loud;Ed Sheeran;13807;2017-01-03
188;Controlla;Drake;13665;2017-01-03
189;Never Be Like You;Flume;13649;2017-01-03
190;Sale sonorité;Kalash Criminel;13648;2017-01-03
191;Bad Things (with Camila Cabello);Machine Gun Kelly;13622;2017-01-03
192;Bailar;Deorro;13601;2017-01-03
193;pick up the phone;Young Thug;13433;2017-01-03
194;Vamos;Niro;13422;2017-01-03
195;Validée;Booba;13320;2017-01-03
196;PMW;Shay;13310;2017-01-03
197;Ouais mec - Remix;Sneazzy;13267;2017-01-03
198;Party Monster;The Weeknd;13189;2017-01-03
199;Oiseaux;Django;13158;2017-01-03
200;Million Eyes;Loïc Nottet;13150;2017-01-03
1;Mauvaise graine;Nekfeu;99606;2017-01-04
2;Squa;Nekfeu;96790;2017-01-04
3;Starboy;The Weeknd;89968;2017-01-04
4;Afro Trap Pt. 7 (La puissance);MHD;85188;2017-01-04
5;Saturne;Nekfeu;81826;2017-01-04
6;One Dance;Drake;78569;2017-01-04
7;Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;77994;2017-01-04
8;Human;Rag'n'Bone Man;77049;2017-01-04
9;Sunset Lover;Petit Biscuit;75157;2017-01-04
10;Tchoin;Kaaris;74235;2017-01-04
11;My Way;Calvin Harris;70709;2017-01-04
12;Onizuka;PNL;69975;2017-01-04
13;I Feel It Coming;The Weeknd;69429;2017-01-04
14;24K Magic;Bruno Mars;68822;2017-01-04
15;Black Beatles;Rae Sremmurd;68651;2017-01-04
16;Let Me Love You;DJ Snake;65256;2017-01-04
17;Heathens;Twenty One Pilots;63937;2017-01-04
18;Closer;The Chainsmokers;61805;2017-01-04
19;Ride;Twenty One Pilots;61301;2017-01-04
20;DKR;Booba;60733;2017-01-04
21;Lordly (feat. Alex Aiono);Feder;59871;2017-01-04
22;6.45i;SCH;59810;2017-01-04
23;Réalité augmentée;Nekfeu;59370;2017-01-04
24;Infréquentables;Dosseh;57368;2017-01-04
25;Humanoïde;Nekfeu;56773;2017-01-04
26;Don't Wanna Know;Maroon 5;56307;2017-01-04
27;Naha;PNL;56193;2017-01-04
28;Pop Corn;Boostee;56107;2017-01-04
29;Bazardée;KeBlack;54266;2017-01-04
30;Final Song;MØ;51978;2017-01-04
31;Mercy;Shawn Mendes;51392;2017-01-04
32;Tchikita;Jul;51031;2017-01-04
33;Avant tu riais;Nekfeu;50948;2017-01-04
34;Call On Me - Ryan Riback Extended Remix;Starley;50808;2017-01-04
35;Galatée;Nekfeu;50583;2017-01-04
36;Treat You Better;Shawn Mendes;50580;2017-01-04
37;The Ocean;Mike Perry;50371;2017-01-04
38;Aloha;Møme;50135;2017-01-04
39;Say You Won't Let Go;James Arthur;49336;2017-01-04
40;"i hate u, i love u (feat. olivia o'brien)";gnash;48304;2017-01-04
41;The Greatest;Sia;47952;2017-01-04
42;Esquimaux;Nekfeu;47792;2017-01-04
43;All We Know;The Chainsmokers;47213;2017-01-04
44;Chantaje;Shakira;46674;2017-01-04
45;Blow;Kaaris;46513;2017-01-04
46;On m'appelle l'ovni;Jul;46063;2017-01-04
47;Love Me Now;John Legend;45375;2017-01-04
48;Oblah;Gradur;45015;2017-01-04
49;I Took A Pill In Ibiza - Seeb Remix;Mike Posner;44037;2017-01-04
50;Ain't Your Mama;Jennifer Lopez;43628;2017-01-04
51;Tout donner - Pilule Violette;Maître Gims;43408;2017-01-04
52;Heal Tomorrow;Naïve New Beaters;43294;2017-01-04
53;Dans la légende;PNL;42597;2017-01-04
54;Work from Home;Fifth Harmony;42235;2017-01-04
55;Le regard des gens;Nekfeu;42195;2017-01-04
56;Cold Water (feat. Justin Bieber & MØ);Major Lazer;41833;2017-01-04
57;Nekketsu;Nekfeu;41572;2017-01-04
58;Bené;PNL;41477;2017-01-04
59;Lush Life;Zara Larsson;41378;2017-01-04
60;Sex;Cheat Codes;40136;2017-01-04
61;Perfect Strangers;Jonas Blue;40093;2017-01-04
62;We Don't Talk Anymore (feat. Selena Gomez);Charlie Puth;38378;2017-01-04
63;Poussière;Kaaris;37924;2017-01-04
64;Elle et l'autre;Jul;36601;2017-01-04
65;Halcyon Birds;Broken Back;35284;2017-01-04
66;O.D;Nekfeu;34989;2017-01-04
67;In the Name of Love;Martin Garrix;34956;2017-01-04
68;DA;PNL;34201;2017-01-04
69;Lost on You;LP;34002;2017-01-04
70;Dis-moi que tu m'aimes;Ninho;33752;2017-01-04
71;Alone;Alan Walker;33686;2017-01-04
72;Hymn For The Weekend - Seeb Remix;Coldplay;33619;2017-01-04
73;Please Don't Go;Joel Adams;33530;2017-01-04
74;Capsize;FRENSHIP;33502;2017-01-04
75;Andale (feat. Gradur);Sadek;33248;2017-01-04
76;Nador;Kaaris;33045;2017-01-04
77;Cellophané;Rim'K;32755;2017-01-04
78;Besoin de sens;Nekfeu;32496;2017-01-04
79;Hundred Miles;Yall;32446;2017-01-04
80;Cheap Thrills;Sia;32411;2017-01-04
81;Daniel Sam;Booba;31601;2017-01-04
82;Starving;Hailee Steinfeld;31423;2017-01-04
83;Fast Car;Jonas Blue;31300;2017-01-04
84;Je m'en vais;Vianney;31275;2017-01-04
85;Mon Everest - feat. Marina Kaye;Soprano;30415;2017-01-04
86;Programmé;Nekfeu;30049;2017-01-04
87;Blended Family (What You Do For Love);Alicia Keys;29911;2017-01-04
88;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";ZAYN;29764;2017-01-04
89;Silver;Fakear;29763;2017-01-04
90;Vinyle;Nekfeu;29614;2017-01-04
91;Commando;Niska;29539;2017-01-04
92;"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")";Justin Timberlake;29272;2017-01-04
93;Jusqu'au dernier gramme;PNL;29207;2017-01-04
94;Boyz N The Hood;Kaaris;28969;2017-01-04
95;Shed a Light;Robin Schulz;28708;2017-01-04
96;Wherever I Go;OneRepublic;28410;2017-01-04
97;Skurt Cobain;Sneazzy;27997;2017-01-04
98;Panda;Desiigner;27979;2017-01-04
99;Ophelia;The Lumineers;27959;2017-01-04
100;Fake Love;Drake;27828;2017-01-04
101;Thibaut Courtois;Shay;27506;2017-01-04
102;Paris c'est loin;Damso;27429;2017-01-04
103;Tuesday;Burak Yeter;27261;2017-01-04
104;C'est le son de la gratte;Jul;27160;2017-01-04
105;La bise (feat. Brulux);Sadek;27004;2017-01-04
106;Qui a dit ?;Jul;26884;2017-01-04
107;J'suis QLF;PNL;26489;2017-01-04
108;A Kele Nta;MHD;26489;2017-01-04
109;I Cry;Julian Perretta;26344;2017-01-04
110;Don't Let Me Down;The Chainsmokers;26305;2017-01-04
111;Je m'en fous de ta nana;Jul;24884;2017-01-04
112;Bambina;PNL;23924;2017-01-04
113;Amnésie;Damso;23783;2017-01-04
114;Let It Go;James Bay;23144;2017-01-04
115;Stressed Out;Twenty One Pilots;22989;2017-01-04
116;This Is What You Came For;Calvin Harris;22920;2017-01-04
117;Arrêt du cœur;Kalash Criminel;22700;2017-01-04
118;92i veyron;Booba;22585;2017-01-04
119;This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners;Kungs;22241;2017-01-04
120;Light It Up (feat. Nyla & Fuse ODG) - Remix;Major Lazer;22230;2017-01-04
121;Luz de Luna;PNL;22047;2017-01-04
122;Binta;Alonzo;21764;2017-01-04
123;E.T.;Jul;21567;2017-01-04
124;Dans ma vie;Gradur;21504;2017-01-04
125;Kiname (feat. Booba);Fally Ipupa;21246;2017-01-04
126;Tu sais pas;PNL;20684;2017-01-04
127;Scars To Your Beautiful;Alessia Cara;20574;2017-01-04
128;Putain d'époque;Dosseh;20493;2017-01-04
129;Paix sans guerre;MRC;20395;2017-01-04
130;Side To Side;Ariana Grande;20251;2017-01-04
131;Princesse;Nekfeu;20109;2017-01-04
132;Printemps blanc;Niro;19947;2017-01-04
133;C'est ça;Jul;19621;2017-01-04
134;J'fais mes affaires;Djadja & Dinaz;19397;2017-01-04
135;En feu;Soprano;19386;2017-01-04
136;E.L.E.P.H.A.N.T;Booba;19352;2017-01-04
137;Je fais le sourd;Jul;19277;2017-01-04
138;Clandestina;Lartiste;19158;2017-01-04
139;Broccoli (feat. Lil Yachty);DRAM;19157;2017-01-04
140;J'ai déconné;KeBlack;18351;2017-01-04
141;Les princes;MZ;18256;2017-01-04
142;Juju On That Beat (TZ Anthem);Zay Hilfigerrr;18194;2017-01-04
143;Mira;PNL;18109;2017-01-04
144;Le monde ou rien;PNL;18049;2017-01-04
145;Allo maman;SCH;18030;2017-01-04
146;Faded;Alan Walker;18001;2017-01-04
147;Bad and Boujee (feat. Lil Uzi Vert);Migos;17995;2017-01-04
148;Mon bijou;Jul;17842;2017-01-04
149;Tout ira mieux;Ninho;17822;2017-01-04
150;Way Down We Go;Kaleo;17741;2017-01-04
151;"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)";Lil Wayne;17444;2017-01-04
152;J’aurais pas dû;S.Crew;17220;2017-01-04
153;Humain;PNL;17107;2017-01-04
154;Uranus;PNL;16986;2017-01-04
155;Lean On (feat. MØ & DJ Snake);Major Lazer;16915;2017-01-04
156;7 Years;Lukas Graham;16831;2017-01-04
157;Un homme debout;Claudio Capéo;16589;2017-01-04
158;WALLS;Kings of Leon;16561;2017-01-04
159;Cabeza;Shay;16537;2017-01-04
160;25 décembre;Dosseh;16352;2017-01-04
161;Now and Later;Sage The Gemini;16260;2017-01-04
162;Y'a pas de stress;Jul;16229;2017-01-04
163;Roulez;Niro;16002;2017-01-04
164;Ma dope;Nekfeu;15962;2017-01-04
165;"Me, Myself & I";G-Eazy;15957;2017-01-04
166;#Askip;Black M;15824;2017-01-04
167;Le lac;Julien Doré;15749;2017-01-04
168;Kratos;PNL;15747;2017-01-04
169;White Tiger - Single Version;Izzy Bizu;15679;2017-01-04
170;J'ai dit...;Jul;15659;2017-01-04
171;"Je dis rien, je vois tout, j'entends";Jul;15589;2017-01-04
172;On verra;Nekfeu;15554;2017-01-04
173;Just Hold On;Steve Aoki;15494;2017-01-04
174;S3;Niro;15466;2017-01-04
175;Bad Things (with Camila Cabello);Machine Gun Kelly;15390;2017-01-04
176;Believer;Major Lazer;15270;2017-01-04
177;Contact;Kaaris;15134;2017-01-04
178;Sale sonorité;Kalash Criminel;15131;2017-01-04
179;Love Yourself;Justin Bieber;15119;2017-01-04
180;Mais qu'est-ce qu'on s'en bat les couilles !;Jul;15080;2017-01-04
181;By Your Side;Jonas Blue;15031;2017-01-04
182;¿ Cómo Te Llamas ?;Jul;15013;2017-01-04
183;The Greatest;Sia;14992;2017-01-04
184;This One's For You (feat. Zara Larsson) - Official Song UEFA EURO 2016;David Guetta;14985;2017-01-04
185;PMW;Shay;14662;2017-01-04
186;King;Saint PHNX;14647;2017-01-04
187;Never Be Like You;Flume;14618;2017-01-04
188;Ouais mec - Remix;Sneazzy;14576;2017-01-04
189;Rasta Rocket;Niro;14459;2017-01-04
190;DUELE EL CORAZON;Enrique Iglesias;14444;2017-01-04
191;Bailar;Deorro;14415;2017-01-04
192;Thinking Out Loud;Ed Sheeran;14285;2017-01-04
193;I Feel So Bad;Kungs;14271;2017-01-04
194;French Kiss;Black M;14210;2017-01-04
195;Validée;Booba;14191;2017-01-04
196;La paresse (feat. SCH);Sadek;14105;2017-01-04
197;pick up the phone;Young Thug;14004;2017-01-04
198;Controlla;Drake;13985;2017-01-04
199;A la Gustavo;Hooss;13928;2017-01-04
200;Sheita;PNL;13854;2017-01-04
1;Mauvaise graine;Nekfeu;96563;2017-01-05
2;Squa;Nekfeu;91028;2017-01-05
3;Starboy;The Weeknd;83975;2017-01-05
4;Afro Trap Pt. 7 (La puissance);MHD;82257;2017-01-05
5;Saturne;Nekfeu;78151;2017-01-05
6;Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;75436;2017-01-05
7;Human;Rag'n'Bone Man;73132;2017-01-05
8;One Dance;Drake;72179;2017-01-05
9;Tchoin;Kaaris;70813;2017-01-05
10;I Feel It Coming;The Weeknd;68570;2017-01-05
11;Sunset Lover;Petit Biscuit;68115;2017-01-05
12;Onizuka;PNL;67560;2017-01-05
13;Black Beatles;Rae Sremmurd;65123;2017-01-05
14;My Way;Calvin Harris;63733;2017-01-05
15;24K Magic;Bruno Mars;63583;2017-01-05
16;Let Me Love You;DJ Snake;60283;2017-01-05
17;DKR;Booba;60213;2017-01-05
18;Heathens;Twenty One Pilots;60158;2017-01-05
19;Ride;Twenty One Pilots;58311;2017-01-05
20;Lordly (feat. Alex Aiono);Feder;58262;2017-01-05
21;6.45i;SCH;57585;2017-01-05
22;Réalité augmentée;Nekfeu;55852;2017-01-05
23;Closer;The Chainsmokers;55644;2017-01-05
24;Pop Corn;Boostee;55260;2017-01-05
25;Infréquentables;Dosseh;54874;2017-01-05
26;Naha;PNL;54103;2017-01-05
27;Don't Wanna Know;Maroon 5;53713;2017-01-05
28;Humanoïde;Nekfeu;52472;2017-01-05
29;The Greatest;Sia;50600;2017-01-05
30;Bazardée;KeBlack;50269;2017-01-05
31;Mercy;Shawn Mendes;50176;2017-01-05
32;Call On Me - Ryan Riback Extended Remix;Starley;49480;2017-01-05
33;"i hate u, i love u (feat. olivia o'brien)";gnash;49249;2017-01-05
34;Tchikita;Jul;48689;2017-01-05
35;Aloha;Møme;48322;2017-01-05
36;Avant tu riais;Nekfeu;47893;2017-01-05
37;Galatée;Nekfeu;47255;2017-01-05
38;Daniel Sam;Booba;47113;2017-01-05
39;Chantaje;Shakira;46717;2017-01-05
40;The Ocean;Mike Perry;45815;2017-01-05
41;Final Song;MØ;45758;2017-01-05
42;All We Know;The Chainsmokers;45704;2017-01-05
43;Treat You Better;Shawn Mendes;45674;2017-01-05
44;Esquimaux;Nekfeu;44846;2017-01-05
45;Blow;Kaaris;44071;2017-01-05
46;Say You Won't Let Go;James Arthur;44025;2017-01-05
47;Oblah;Gradur;43032;2017-01-05
48;On m'appelle l'ovni;Jul;42529;2017-01-05
49;Love Me Now;John Legend;42139;2017-01-05
50;Tout donner - Pilule Violette;Maître Gims;41257;2017-01-05
51;Dans la légende;PNL;40911;2017-01-05
52;Ain't Your Mama;Jennifer Lopez;40671;2017-01-05
53;I Took A Pill In Ibiza - Seeb Remix;Mike Posner;40593;2017-01-05
54;Heal Tomorrow;Naïve New Beaters;39994;2017-01-05
55;Bené;PNL;39553;2017-01-05
56;Le regard des gens;Nekfeu;38860;2017-01-05
57;Cold Water (feat. Justin Bieber & MØ);Major Lazer;38757;2017-01-05
58;Nekketsu;Nekfeu;38289;2017-01-05
59;Lush Life;Zara Larsson;37568;2017-01-05
60;We Don't Talk Anymore (feat. Selena Gomez);Charlie Puth;37546;2017-01-05
61;Work from Home;Fifth Harmony;36840;2017-01-05
62;Perfect Strangers;Jonas Blue;36838;2017-01-05
63;Sex;Cheat Codes;36303;2017-01-05
64;Poussière;Kaaris;36075;2017-01-05
65;Halcyon Birds;Broken Back;34929;2017-01-05
66;Je m'en vais;Vianney;34693;2017-01-05
67;Elle et l'autre;Jul;34579;2017-01-05
68;Alone;Alan Walker;33703;2017-01-05
69;Lost on You;LP;33618;2017-01-05
70;Blended Family (What You Do For Love);Alicia Keys;33156;2017-01-05
71;Cellophané;Rim'K;32862;2017-01-05
72;DA;PNL;32821;2017-01-05
73;Cheap Thrills;Sia;32510;2017-01-05
74;O.D;Nekfeu;32271;2017-01-05
75;Capsize;FRENSHIP;31942;2017-01-05
76;Hymn For The Weekend - Seeb Remix;Coldplay;31939;2017-01-05
77;Dis-moi que tu m'aimes;Ninho;31847;2017-01-05
78;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";ZAYN;31831;2017-01-05
79;In the Name of Love;Martin Garrix;31647;2017-01-05
80;Nador;Kaaris;31635;2017-01-05
81;Andale (feat. Gradur);Sadek;31571;2017-01-05
82;Ophelia;The Lumineers;31471;2017-01-05
83;Silver;Fakear;30792;2017-01-05
84;Besoin de sens;Nekfeu;30595;2017-01-05
85;Please Don't Go;Joel Adams;29572;2017-01-05
86;Mon Everest - feat. Marina Kaye;Soprano;28971;2017-01-05
87;Starving;Hailee Steinfeld;28902;2017-01-05
88;Fast Car;Jonas Blue;28743;2017-01-05
89;Commando;Niska;28561;2017-01-05
90;Tuesday;Burak Yeter;28556;2017-01-05
91;Hundred Miles;Yall;28433;2017-01-05
92;Jusqu'au dernier gramme;PNL;28380;2017-01-05
93;Shed a Light;Robin Schulz;28100;2017-01-05
94;Programmé;Nekfeu;27840;2017-01-05
95;Boyz N The Hood;Kaaris;27336;2017-01-05
96;Vinyle;Nekfeu;27244;2017-01-05
97;Fake Love;Drake;27236;2017-01-05
98;Skurt Cobain;Sneazzy;27067;2017-01-05
99;Paris c'est loin;Damso;26841;2017-01-05
100;La bise (feat. Brulux);Sadek;26272;2017-01-05
101;Wherever I Go;OneRepublic;26243;2017-01-05
102;"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")";Justin Timberlake;26205;2017-01-05
103;Thibaut Courtois;Shay;26022;2017-01-05
104;A Kele Nta;MHD;25848;2017-01-05
105;Panda;Desiigner;25534;2017-01-05
106;J'suis QLF;PNL;25381;2017-01-05
107;C'est le son de la gratte;Jul;24877;2017-01-05
108;Qui a dit ?;Jul;24874;2017-01-05
109;I Cry;Julian Perretta;24348;2017-01-05
110;Don't Let Me Down;The Chainsmokers;23578;2017-01-05
111;Amnésie;Damso;23281;2017-01-05
112;Let It Go;James Bay;22972;2017-01-05
113;Je m'en fous de ta nana;Jul;22905;2017-01-05
114;Bambina;PNL;22607;2017-01-05
115;92i veyron;Booba;22404;2017-01-05
116;Arrêt du cœur;Kalash Criminel;21669;2017-01-05
117;Binta;Alonzo;21516;2017-01-05
118;Luz de Luna;PNL;21210;2017-01-05
119;Stressed Out;Twenty One Pilots;21163;2017-01-05
120;Kiname (feat. Booba);Fally Ipupa;20863;2017-01-05
121;This Is What You Came For;Calvin Harris;20523;2017-01-05
122;Dans ma vie;Gradur;20472;2017-01-05
123;E.T.;Jul;20427;2017-01-05
124;Tu sais pas;PNL;19825;2017-01-05
125;Putain d'époque;Dosseh;19813;2017-01-05
126;Light It Up (feat. Nyla & Fuse ODG) - Remix;Major Lazer;19738;2017-01-05
127;This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners;Kungs;19721;2017-01-05
128;Princesse;Nekfeu;19598;2017-01-05
129;Printemps blanc;Niro;19544;2017-01-05
130;Paix sans guerre;MRC;19366;2017-01-05
131;E.L.E.P.H.A.N.T;Booba;19088;2017-01-05
132;Side To Side;Ariana Grande;19021;2017-01-05
133;Broccoli (feat. Lil Yachty);DRAM;18994;2017-01-05
134;Clandestina;Lartiste;18964;2017-01-05
135;J'fais mes affaires;Djadja & Dinaz;18860;2017-01-05
136;Je fais le sourd;Jul;18422;2017-01-05
137;Bad and Boujee (feat. Lil Uzi Vert);Migos;18188;2017-01-05
138;Scars To Your Beautiful;Alessia Cara;18166;2017-01-05
139;C'est ça;Jul;18062;2017-01-05
140;King;Saint PHNX;17987;2017-01-05
141;Le monde ou rien;PNL;17774;2017-01-05
142;En feu;Soprano;17700;2017-01-05
143;Juju On That Beat (TZ Anthem);Zay Hilfigerrr;17637;2017-01-05
144;J'ai déconné;KeBlack;17584;2017-01-05
145;Allo maman;SCH;17479;2017-01-05
146;Mira;PNL;17447;2017-01-05
147;Les princes;MZ;17306;2017-01-05
148;Tout ira mieux;Ninho;17106;2017-01-05
149;Humain;PNL;17074;2017-01-05
150;Bird Set Free;Sia;16846;2017-01-05
151;J’aurais pas dû;S.Crew;16589;2017-01-05
152;Lean On (feat. MØ & DJ Snake);Major Lazer;16566;2017-01-05
153;Mon bijou;Jul;16541;2017-01-05
154;"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)";Lil Wayne;16455;2017-01-05
155;White Tiger - Single Version;Izzy Bizu;16437;2017-01-05
156;Faded;Alan Walker;16149;2017-01-05
157;Uranus;PNL;16106;2017-01-05
158;Roulez;Niro;16050;2017-01-05
159;Un homme debout;Claudio Capéo;15984;2017-01-05
160;7 Years;Lukas Graham;15924;2017-01-05
161;Ma dope;Nekfeu;15915;2017-01-05
162;Cabeza;Shay;15822;2017-01-05
163;Now and Later;Sage The Gemini;15799;2017-01-05
164;Believer;Major Lazer;15686;2017-01-05
165;25 décembre;Dosseh;15670;2017-01-05
166;Bad Things (with Camila Cabello);Machine Gun Kelly;15584;2017-01-05
167;Just Hold On;Steve Aoki;15544;2017-01-05
168;S3;Niro;15478;2017-01-05
169;Y'a pas de stress;Jul;15432;2017-01-05
170;Be Mine;Ofenbach;15415;2017-01-05
171;Thinking Out Loud;Ed Sheeran;15179;2017-01-05
172;On verra;Nekfeu;15158;2017-01-05
173;Kratos;PNL;15131;2017-01-05
174;WALLS;Kings of Leon;15123;2017-01-05
175;J'ai dit...;Jul;15080;2017-01-05
176;By Your Side;Jonas Blue;15022;2017-01-05
177;Sale sonorité;Kalash Criminel;14930;2017-01-05
178;I'm Yours;Jason Mraz;14831;2017-01-05
